Id;X  [mm];Y  [mm];Z  [mm];U(95)  [mm];U(95) X  [mm];U(95) Y  [mm];U(95) Z  [mm];Target;Temperature  [°C];Pressure  [mBar];Humidity  [%];Time Stamp;Delete;
1;578,803;-3075,893;-305,486;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.010;;
2;578,803;-3075,893;-305,486;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.020;;
3;578,802;-3075,893;-305,486;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.030;;
4;578,803;-3075,893;-305,487;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.040;;
5;578,802;-3075,892;-305,486;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.050;;
6;578,804;-3075,891;-305,486;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.060;;
7;578,804;-3075,891;-305,486;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.070;;
8;578,804;-3075,891;-305,485;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.080;;
9;578,805;-3075,891;-305,484;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.090;;
10;578,804;-3075,891;-305,484;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.100;;
11;578,804;-3075,892;-305,483;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.110;;
12;578,805;-3075,892;-305,484;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.120;;
13;578,803;-3075,892;-305,484;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.130;;
14;578,802;-3075,893;-305,485;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.140;;
15;578,801;-3075,892;-305,487;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.150;;
16;578,801;-3075,892;-305,488;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.160;;
17;578,802;-3075,892;-305,488;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.170;;
18;578,803;-3075,892;-305,488;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.180;;
19;578,801;-3075,893;-305,488;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.190;;
20;578,801;-3075,893;-305,487;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.200;;
21;578,802;-3075,892;-305,486;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.210;;
22;578,802;-3075,893;-305,484;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.220;;
23;578,804;-3075,892;-305,483;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.230;;
24;578,802;-3075,892;-305,484;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.240;;
25;578,803;-3075,891;-305,485;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.250;;
26;578,802;-3075,891;-305,487;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.260;;
27;578,802;-3075,891;-305,488;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.270;;
28;578,801;-3075,891;-305,488;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.280;;
29;578,801;-3075,891;-305,489;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.290;;
30;578,800;-3075,892;-305,490;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.300;;
31;578,799;-3075,893;-305,488;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.310;;
32;578,799;-3075,894;-305,488;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.320;;
33;578,800;-3075,894;-305,488;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.330;;
34;578,801;-3075,893;-305,487;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.340;;
35;578,800;-3075,893;-305,486;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.350;;
36;578,800;-3075,893;-305,486;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.360;;
37;578,802;-3075,892;-305,488;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.370;;
38;578,802;-3075,891;-305,488;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.380;;
39;578,802;-3075,891;-305,488;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.390;;
40;578,802;-3075,891;-305,488;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.400;;
41;578,800;-3075,892;-305,489;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.410;;
42;578,799;-3075,892;-305,488;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.420;;
43;578,799;-3075,893;-305,488;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.430;;
44;578,799;-3075,893;-305,488;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.440;;
45;578,798;-3075,893;-305,489;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.450;;
46;578,798;-3075,894;-305,489;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.460;;
47;578,799;-3075,893;-305,489;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.470;;
48;578,800;-3075,892;-305,490;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.480;;
49;578,799;-3075,892;-305,491;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.490;;
50;578,799;-3075,891;-305,491;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:04:12.500;;
