Id;X  [mm];Y  [mm];Z  [mm];U(95)  [mm];U(95) X  [mm];U(95) Y  [mm];U(95) Z  [mm];Target;Temperature  [°C];Pressure  [mBar];Humidity  [%];Time Stamp;Delete;
1;591,010;-2863,675;-305,429;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.610;;
2;591,011;-2863,676;-305,429;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.620;;
3;591,011;-2863,676;-305,429;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.630;;
4;591,009;-2863,676;-305,429;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.640;;
5;591,010;-2863,676;-305,430;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.650;;
6;591,009;-2863,676;-305,430;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.660;;
7;591,010;-2863,675;-305,430;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.670;;
8;591,010;-2863,676;-305,430;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.680;;
9;591,012;-2863,675;-305,429;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.690;;
10;591,012;-2863,674;-305,429;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.700;;
11;591,011;-2863,675;-305,429;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.710;;
12;591,010;-2863,675;-305,429;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.720;;
13;591,011;-2863,675;-305,430;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.730;;
14;591,010;-2863,676;-305,430;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.740;;
15;591,010;-2863,676;-305,430;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.750;;
16;591,009;-2863,676;-305,431;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.760;;
17;591,010;-2863,676;-305,431;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.770;;
18;591,010;-2863,676;-305,430;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.780;;
19;591,010;-2863,676;-305,432;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.790;;
20;591,011;-2863,675;-305,431;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.800;;
21;591,011;-2863,675;-305,431;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.810;;
22;591,011;-2863,675;-305,431;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.820;;
23;591,010;-2863,675;-305,432;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.830;;
24;591,010;-2863,676;-305,431;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.840;;
25;591,010;-2863,676;-305,432;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.850;;
26;591,010;-2863,676;-305,431;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.860;;
27;591,010;-2863,676;-305,432;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.870;;
28;591,010;-2863,675;-305,433;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.880;;
29;591,010;-2863,676;-305,434;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.890;;
30;591,010;-2863,675;-305,435;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.900;;
31;591,011;-2863,674;-305,435;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.910;;
32;591,012;-2863,674;-305,434;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.920;;
33;591,010;-2863,674;-305,434;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.930;;
34;591,012;-2863,674;-305,434;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.940;;
35;591,012;-2863,675;-305,434;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:20:44.950;;
