Id;X  [mm];Y  [mm];Z  [mm];U(95)  [mm];U(95) X  [mm];U(95) Y  [mm];U(95) Z  [mm];Target;Temperature  [°C];Pressure  [mBar];Humidity  [%];Time Stamp;Delete;
1;576,680;-3113,377;-305,404;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.410;;
2;576,679;-3113,377;-305,405;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.420;;
3;576,679;-3113,377;-305,404;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.430;;
4;576,679;-3113,377;-305,403;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.440;;
5;576,679;-3113,377;-305,403;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.450;;
6;576,680;-3113,378;-305,403;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.460;;
7;576,681;-3113,377;-305,403;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.470;;
8;576,680;-3113,377;-305,403;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.480;;
9;576,680;-3113,377;-305,403;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.490;;
10;576,679;-3113,378;-305,402;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.500;;
11;576,680;-3113,378;-305,403;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.510;;
12;576,680;-3113,377;-305,402;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.520;;
13;576,680;-3113,377;-305,401;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.530;;
14;576,680;-3113,377;-305,401;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.540;;
15;576,681;-3113,377;-305,403;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.550;;
16;576,681;-3113,377;-305,401;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.560;;
17;576,681;-3113,377;-305,402;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.570;;
18;576,681;-3113,378;-305,401;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.580;;
19;576,681;-3113,377;-305,402;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.590;;
20;576,681;-3113,377;-305,402;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.600;;
21;576,680;-3113,377;-305,402;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.610;;
22;576,682;-3113,377;-305,403;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.620;;
23;576,683;-3113,377;-305,403;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.630;;
24;576,683;-3113,377;-305,403;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.640;;
25;576,685;-3113,376;-305,402;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.650;;
26;576,685;-3113,376;-305,404;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.660;;
27;576,687;-3113,376;-305,404;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.670;;
28;576,688;-3113,376;-305,405;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.680;;
29;576,688;-3113,376;-305,406;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.690;;
30;576,689;-3113,375;-305,405;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.700;;
31;576,689;-3113,375;-305,405;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.710;;
32;576,690;-3113,375;-305,404;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.720;;
33;576,690;-3113,375;-305,403;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.730;;
34;576,689;-3113,376;-305,404;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.740;;
35;576,688;-3113,376;-305,403;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.750;;
36;576,689;-3113,376;-305,402;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.760;;
37;576,689;-3113,376;-305,401;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:08:51.770;;
