Id;X  [mm];Y  [mm];Z  [mm];U(95)  [mm];U(95) X  [mm];U(95) Y  [mm];U(95) Z  [mm];Target;Temperature  [°C];Pressure  [mBar];Humidity  [%];Time Stamp;Delete;
1;573,740;-3163,295;-305,458;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:14:10.700;;
2;573,739;-3163,295;-305,456;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:14:10.710;;
3;573,741;-3163,296;-305,454;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:14:10.720;;
4;573,741;-3163,296;-305,456;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:14:10.730;;
5;573,741;-3163,296;-305,456;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:14:10.740;;
6;573,740;-3163,295;-305,454;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:14:10.750;;
7;573,741;-3163,294;-305,455;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:14:10.760;;
8;573,742;-3163,294;-305,456;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:14:10.770;;
9;573,743;-3163,295;-305,456;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:14:10.780;;
10;573,742;-3163,295;-305,455;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:14:10.790;;
11;573,742;-3163,295;-305,454;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:14:10.800;;
12;573,742;-3163,295;-305,455;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:14:10.810;;
13;573,743;-3163,295;-305,454;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:14:10.820;;
14;573,743;-3163,295;-305,453;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:14:10.830;;
15;573,742;-3163,296;-305,454;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:14:10.840;;
