Id;X  [mm];Y  [mm];Z  [mm];U(95)  [mm];U(95) X  [mm];U(95) Y  [mm];U(95) Z  [mm];Target;Temperature  [°C];Pressure  [mBar];Humidity  [%];Time Stamp;Delete;
1;577,389;-3100,874;-305,454;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:19.870;;
2;577,390;-3100,874;-305,454;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:19.880;;
3;577,390;-3100,873;-305,454;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:19.890;;
4;577,390;-3100,872;-305,454;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:19.900;;
5;577,390;-3100,872;-305,454;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:19.910;;
6;577,388;-3100,872;-305,454;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:19.920;;
7;577,386;-3100,872;-305,454;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:19.930;;
8;577,386;-3100,873;-305,455;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:19.940;;
9;577,383;-3100,875;-305,456;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:19.950;;
10;577,383;-3100,875;-305,456;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:19.960;;
11;577,382;-3100,875;-305,457;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:19.970;;
12;577,381;-3100,875;-305,456;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:19.980;;
13;577,382;-3100,875;-305,457;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:19.990;;
14;577,382;-3100,875;-305,458;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:20.000;;
15;577,382;-3100,875;-305,457;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:20.010;;
16;577,382;-3100,874;-305,457;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:20.020;;
17;577,384;-3100,874;-305,457;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:20.030;;
18;577,384;-3100,874;-305,457;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:20.040;;
19;577,386;-3100,873;-305,456;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:20.050;;
20;577,385;-3100,873;-305,455;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:20.060;;
21;577,385;-3100,874;-305,456;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:20.070;;
22;577,385;-3100,874;-305,457;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:20.080;;
23;577,386;-3100,873;-305,459;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:20.090;;
24;577,386;-3100,872;-305,461;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:20.100;;
25;577,386;-3100,872;-305,464;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:20.110;;
26;577,387;-3100,873;-305,465;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:20.120;;
27;577,386;-3100,873;-305,468;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:20.130;;
28;577,386;-3100,873;-305,468;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:07:20.140;;
