Id;X  [mm];Y  [mm];Z  [mm];U(95)  [mm];U(95) X  [mm];U(95) Y  [mm];U(95) Z  [mm];Target;Temperature  [°C];Pressure  [mBar];Humidity  [%];Time Stamp;Delete;
1;585,286;-2963,528;-305,319;0,000;0,000;0,000;0,000;RRR 1.5in;24,5;1015;46;'26.07.2023 15:47:47.790;;
2;585,285;-2963,528;-305,319;0,000;0,000;0,000;0,000;RRR 1.5in;24,5;1015;46;'26.07.2023 15:47:47.800;;
3;585,286;-2963,527;-305,319;0,000;0,000;0,000;0,000;RRR 1.5in;24,5;1015;46;'26.07.2023 15:47:47.810;;
4;585,286;-2963,528;-305,318;0,000;0,000;0,000;0,000;RRR 1.5in;24,5;1015;46;'26.07.2023 15:47:47.820;;
5;585,285;-2963,528;-305,319;0,000;0,000;0,000;0,000;RRR 1.5in;24,5;1015;46;'26.07.2023 15:47:47.830;;
6;585,285;-2963,528;-305,318;0,000;0,000;0,000;0,000;RRR 1.5in;24,5;1015;46;'26.07.2023 15:47:47.840;;
7;585,285;-2963,528;-305,318;0,000;0,000;0,000;0,000;RRR 1.5in;24,5;1015;46;'26.07.2023 15:47:47.850;;
8;585,285;-2963,528;-305,318;0,000;0,000;0,000;0,000;RRR 1.5in;24,5;1015;46;'26.07.2023 15:47:47.860;;
9;585,286;-2963,528;-305,318;0,000;0,000;0,000;0,000;RRR 1.5in;24,5;1015;46;'26.07.2023 15:47:47.870;;
10;585,286;-2963,527;-305,319;0,000;0,000;0,000;0,000;RRR 1.5in;24,5;1015;46;'26.07.2023 15:47:47.880;;
11;585,286;-2963,528;-305,318;0,000;0,000;0,000;0,000;RRR 1.5in;24,5;1015;46;'26.07.2023 15:47:47.890;;
12;585,285;-2963,528;-305,319;0,000;0,000;0,000;0,000;RRR 1.5in;24,5;1015;46;'26.07.2023 15:47:47.900;;
13;585,286;-2963,527;-305,320;0,000;0,000;0,000;0,000;RRR 1.5in;24,5;1015;46;'26.07.2023 15:47:47.910;;
14;585,286;-2963,527;-305,320;0,000;0,000;0,000;0,000;RRR 1.5in;24,5;1015;46;'26.07.2023 15:47:47.920;;
15;585,285;-2963,528;-305,320;0,000;0,000;0,000;0,000;RRR 1.5in;24,5;1015;46;'26.07.2023 15:47:47.930;;
16;585,285;-2963,528;-305,320;0,000;0,000;0,000;0,000;RRR 1.5in;24,5;1015;46;'26.07.2023 15:47:47.940;;
17;585,285;-2963,528;-305,318;0,000;0,000;0,000;0,000;RRR 1.5in;24,5;1015;46;'26.07.2023 15:47:47.950;;
18;585,286;-2963,528;-305,318;0,000;0,000;0,000;0,000;RRR 1.5in;24,5;1015;46;'26.07.2023 15:47:47.960;;
19;585,286;-2963,528;-305,319;0,000;0,000;0,000;0,000;RRR 1.5in;24,5;1015;46;'26.07.2023 15:47:47.970;;
20;585,286;-2963,528;-305,317;0,000;0,000;0,000;0,000;RRR 1.5in;24,5;1015;46;'26.07.2023 15:47:47.980;;
21;585,286;-2963,528;-305,318;0,000;0,000;0,000;0,000;RRR 1.5in;24,5;1015;46;'26.07.2023 15:47:47.990;;
22;585,287;-2963,527;-305,319;0,000;0,000;0,000;0,000;RRR 1.5in;24,5;1015;46;'26.07.2023 15:47:48.000;;
23;585,286;-2963,527;-305,320;0,000;0,000;0,000;0,000;RRR 1.5in;24,5;1015;46;'26.07.2023 15:47:48.010;;
24;585,286;-2963,527;-305,319;0,000;0,000;0,000;0,000;RRR 1.5in;24,5;1015;46;'26.07.2023 15:47:48.020;;
25;585,285;-2963,528;-305,319;0,000;0,000;0,000;0,000;RRR 1.5in;24,5;1015;46;'26.07.2023 15:47:48.030;;
26;585,285;-2963,528;-305,319;0,000;0,000;0,000;0,000;RRR 1.5in;24,5;1015;46;'26.07.2023 15:47:48.040;;
27;585,286;-2963,528;-305,318;0,000;0,000;0,000;0,000;RRR 1.5in;24,5;1015;46;'26.07.2023 15:47:48.050;;
