Id;X  [mm];Y  [mm];Z  [mm];U(95)  [mm];U(95) X  [mm];U(95) Y  [mm];U(95) Z  [mm];Target;Temperature  [°C];Pressure  [mBar];Humidity  [%];Time Stamp;Delete;
1;591,728;-2851,185;-305,501;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:19:12.590;;
2;591,728;-2851,185;-305,502;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:19:12.600;;
3;591,727;-2851,185;-305,501;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:19:12.610;;
4;591,727;-2851,184;-305,502;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:19:12.620;;
5;591,726;-2851,185;-305,502;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:19:12.630;;
6;591,726;-2851,186;-305,503;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:19:12.640;;
7;591,727;-2851,185;-305,505;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:19:12.650;;
8;591,729;-2851,184;-305,505;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:19:12.660;;
9;591,731;-2851,182;-305,506;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:19:12.670;;
10;591,731;-2851,182;-305,506;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:19:12.680;;
11;591,731;-2851,183;-305,507;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:19:12.690;;
12;591,731;-2851,184;-305,507;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:19:12.700;;
13;591,732;-2851,184;-305,507;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:19:12.710;;
14;591,732;-2851,183;-305,506;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:19:12.720;;
15;591,733;-2851,182;-305,508;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:19:12.730;;
16;591,732;-2851,182;-305,508;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:19:12.740;;
17;591,732;-2851,184;-305,508;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:19:12.750;;
18;591,733;-2851,185;-305,508;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:19:12.760;;
19;591,735;-2851,183;-305,507;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:19:12.770;;
20;591,736;-2851,182;-305,508;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:19:12.780;;
21;591,736;-2851,181;-305,507;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:19:12.790;;
22;591,737;-2851,182;-305,509;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:19:12.800;;
23;591,738;-2851,182;-305,510;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:19:12.810;;
24;591,738;-2851,182;-305,512;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:19:12.820;;
25;591,739;-2851,181;-305,512;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:19:12.830;;
26;591,740;-2851,180;-305,513;0,000;0,000;0,000;0,000;RRR 1.5in;23,9;1015;48;'26.07.2023 13:19:12.840;;
