Id;X  [mm];Y  [mm];Z  [mm];U(95)  [mm];U(95) X  [mm];U(95) Y  [mm];U(95) Z  [mm];Target;Temperature  [°C];Pressure  [mBar];Humidity  [%];Time Stamp;Delete;
1;574,436;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:02.810;;
2;574,437;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:02.820;;
3;574,436;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:02.830;;
4;574,436;-3150,838;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:02.840;;
5;574,436;-3150,838;-305,385;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:02.850;;
6;574,437;-3150,837;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:02.860;;
7;574,437;-3150,837;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:02.870;;
8;574,437;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:02.880;;
9;574,437;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:02.890;;
10;574,436;-3150,839;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:02.900;;
11;574,437;-3150,838;-305,382;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:02.910;;
12;574,436;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:02.920;;
13;574,437;-3150,838;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:02.930;;
14;574,437;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:02.940;;
15;574,437;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:02.950;;
16;574,437;-3150,837;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:02.960;;
17;574,437;-3150,838;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:02.970;;
18;574,437;-3150,838;-305,385;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:02.980;;
19;574,437;-3150,838;-305,381;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:02.990;;
20;574,437;-3150,838;-305,382;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.000;;
21;574,437;-3150,838;-305,382;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.010;;
22;574,438;-3150,838;-305,382;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.020;;
23;574,438;-3150,838;-305,382;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.030;;
24;574,438;-3150,838;-305,382;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.040;;
25;574,438;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.050;;
26;574,438;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.060;;
27;574,439;-3150,838;-305,382;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.070;;
28;574,438;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.080;;
29;574,436;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.090;;
30;574,437;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.100;;
31;574,437;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.110;;
32;574,437;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.120;;
33;574,438;-3150,838;-305,382;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.130;;
34;574,438;-3150,838;-305,382;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.140;;
35;574,437;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.150;;
36;574,437;-3150,838;-305,382;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.160;;
37;574,438;-3150,837;-305,382;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.170;;
38;574,437;-3150,837;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.180;;
39;574,437;-3150,838;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.190;;
40;574,437;-3150,838;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.200;;
41;574,437;-3150,838;-305,382;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.210;;
42;574,437;-3150,838;-305,382;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.220;;
43;574,436;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.230;;
44;574,437;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.240;;
45;574,436;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.250;;
46;574,436;-3150,838;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.260;;
47;574,436;-3150,838;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.270;;
48;574,436;-3150,838;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.280;;
49;574,436;-3150,838;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.290;;
50;574,437;-3150,838;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.300;;
51;574,437;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.310;;
52;574,437;-3150,837;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.320;;
53;574,436;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.330;;
54;574,438;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.340;;
55;574,436;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.350;;
56;574,436;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.360;;
57;574,436;-3150,838;-305,382;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.370;;
58;574,434;-3150,838;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.380;;
59;574,435;-3150,838;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.390;;
60;574,435;-3150,839;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.400;;
61;574,435;-3150,838;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.410;;
62;574,436;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.420;;
63;574,435;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.430;;
64;574,435;-3150,838;-305,382;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.440;;
65;574,436;-3150,838;-305,382;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.450;;
66;574,435;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.460;;
67;574,435;-3150,838;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.470;;
68;574,435;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.480;;
69;574,435;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.490;;
70;574,435;-3150,838;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.500;;
71;574,434;-3150,839;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.510;;
72;574,435;-3150,838;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.520;;
73;574,433;-3150,838;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.530;;
74;574,434;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.540;;
75;574,435;-3150,838;-305,382;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.550;;
76;574,434;-3150,838;-305,382;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.560;;
77;574,435;-3150,838;-305,382;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.570;;
78;574,434;-3150,838;-305,382;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.580;;
79;574,434;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.590;;
80;574,435;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.600;;
81;574,432;-3150,839;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.610;;
82;574,434;-3150,838;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.620;;
83;574,434;-3150,839;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.630;;
84;574,434;-3150,839;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.640;;
85;574,433;-3150,839;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.650;;
86;574,434;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.660;;
87;574,433;-3150,838;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.670;;
88;574,434;-3150,839;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.680;;
89;574,435;-3150,839;-305,381;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.690;;
90;574,434;-3150,838;-305,382;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.700;;
91;574,434;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.710;;
92;574,434;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.720;;
93;574,434;-3150,838;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.730;;
94;574,433;-3150,838;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.740;;
95;574,433;-3150,839;-305,385;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.750;;
96;574,433;-3150,839;-305,384;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.760;;
97;574,434;-3150,839;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.770;;
98;574,433;-3150,839;-305,382;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.780;;
99;574,433;-3150,839;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.790;;
100;574,435;-3150,839;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.800;;
101;574,435;-3150,838;-305,381;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.810;;
102;574,435;-3150,838;-305,381;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.820;;
103;574,436;-3150,838;-305,382;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.830;;
104;574,436;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.840;;
105;574,435;-3150,838;-305,383;0,000;0,000;0,000;0,000;RRR 1.5in;24,1;1015;47;'26.07.2023 14:13:03.850;;
