0,1,2,3,4,5,6
2023-07-26 16:06:17.859773,5571417.0,5571866.0,40.130075724283856,40.13407580566406,42.09261287434896,42.09661291503906
2023-07-26 16:06:17.863764,5571418.0,5571867.0,40.13442374674479,40.138423828125006,42.09696089680989,42.100960937500005
2023-07-26 16:06:17.867746,5571419.0,5571868.0,40.138771809895836,40.14277185058594,42.101308919270835,42.10530900065104
2023-07-26 16:06:17.871737,5571420.0,5571869.0,40.143119832356774,40.147119873046876,42.10565694173177,42.109656982421875
2023-07-26 16:06:17.876721,5571421.0,5571870.0,40.147467854817705,40.151467895507814,42.110004638671874,42.11400472005208
2023-07-26 16:06:17.880707,5571422.0,5571871.0,40.15181587727864,40.155815917968745,42.11435270182292,42.118352742513025
2023-07-26 16:06:17.885690,5571423.0,5571872.0,40.15616389973959,40.160163981119794,42.118700724283855,42.122700764973956
2023-07-26 16:06:17.889682,5571424.0,5571873.0,40.16051192220052,40.164512003580725,42.123048746744786,42.1270487874349
2023-07-26 16:06:17.893668,5571425.0,5571874.0,40.16485998535156,40.16886002604167,42.12739676920573,42.13139680989583
2023-07-26 16:06:17.898664,5571426.0,5571875.0,40.16920788574219,40.17320788574219,42.13174479166667,42.135744873046875
2023-07-26 16:06:17.902639,5571427.0,5571876.0,40.1735557047526,40.17755574544271,42.13609281412761,42.14009289550781
2023-07-26 16:06:17.906625,5571428.0,5571877.0,40.17790372721354,40.18190376790364,42.14044087727864,42.144440917968744
2023-07-26 16:06:17.911608,5571429.0,5571878.0,40.182251749674485,40.18625179036459,42.14478889973959,42.14878894042969
2023-07-26 16:06:17.915595,5571430.0,5571879.0,40.186599772135416,40.19059985351563,42.14913692220052,42.15313696289063
2023-07-26 16:06:17.919581,5571431.0,5571880.0,40.190958211263016,40.194958292643236,42.15348494466146,42.157484985351566
2023-07-26 16:06:17.924565,5571432.0,5571881.0,40.195295857747396,40.1992958984375,42.15783276367188,42.161832763671875
2023-07-26 16:06:17.928549,5571433.0,5571882.0,40.19964388020833,40.20364392089844,42.162180664062504,42.16618074544271
2023-07-26 16:06:17.933546,5571434.0,5571883.0,40.203991902669266,40.207991943359374,42.166528686523435,42.17052876790364
2023-07-26 16:06:17.937522,5571435.0,5571884.0,40.20833992513021,40.21233996582031,42.170876749674484,42.174876790364586
2023-07-26 16:06:17.941508,5571436.0,5571885.0,40.21268794759115,40.216688028971355,42.175224772135415,42.17922481282552
2023-07-26 16:06:17.946492,5571437.0,5571886.0,40.21703597005208,40.22103601074218,42.179583211263015,42.183583251953124
2023-07-26 16:06:17.950474,5571438.0,5571887.0,40.22138366699219,40.225383748372394,42.18392081705729,42.18792085774739
2023-07-26 16:06:17.954465,5571439.0,5571888.0,40.22573173014323,40.22973177083333,42.18826883951822,42.19226892089844
2023-07-26 16:06:17.959448,5571440.0,5571889.0,40.23007975260416,40.23407979329427,42.19261686197917,42.19661694335937
2023-07-26 16:06:17.963430,5571441.0,5571890.0,40.23442777506511,40.23842781575521,42.19696492513021,42.20096496582032
2023-07-26 16:06:17.967421,5571442.0,5571891.0,40.238775797526046,40.24277583821615,42.20131294759115,42.20531298828125
2023-07-26 16:06:17.972405,5571443.0,5571892.0,40.243123819986984,40.24712390136719,42.20566088867187,42.20966088867188
2023-07-26 16:06:17.976391,5571444.0,5571893.0,40.247471842447915,40.25147192382813,42.21000866699219,42.21400870768229
2023-07-26 16:06:17.981381,5571445.0,5571894.0,40.25181990559896,40.25581994628906,42.214356689453126,42.21835673014323
2023-07-26 16:06:17.985361,5571446.0,5571895.0,40.256167928059895,40.260167968750004,42.218704711914064,42.22270479329427
2023-07-26 16:06:17.989344,5571447.0,5571896.0,40.26051595052083,40.264515991210935,42.223052734374996,42.22705281575521
2023-07-26 16:06:17.994331,5571448.0,5571897.0,40.26486397298177,40.26886401367187,42.227400797526045,42.231400838216146
2023-07-26 16:06:17.998314,5571449.0,5571898.0,40.26921179199219,40.27321179199219,42.23174881998698,42.235748860677084
2023-07-26 16:06:18.002304,5571450.0,5571899.0,40.27355969238281,40.27755977376302,42.236096842447914,42.24009688313802
2023-07-26 16:06:18.007288,5571451.0,5571900.0,40.27790771484375,40.281907796223955,42.24044486490885,42.244444905598954
2023-07-26 16:06:18.011270,5571452.0,5571901.0,40.28225577799479,40.2862558186849,42.2447928873698,42.24879296875
2023-07-26 16:06:18.015261,5571453.0,5571902.0,40.28660380045572,40.29060384114584,42.24914090983073,42.253140991210934
2023-07-26 16:06:18.020244,5571454.0,5571903.0,40.29095182291667,40.29495186360677,42.25348897298177,42.25748901367188
2023-07-26 16:06:18.024227,5571455.0,5571904.0,40.295299845377606,40.29929988606771,42.25783666992188,42.26183671061198
2023-07-26 16:06:18.029209,5571456.0,5571905.0,40.29964786783854,40.30364794921875,42.26218469238281,42.26618473307292
2023-07-26 16:06:18.033201,5571457.0,5571906.0,40.303995890299475,40.30799597167969,42.26653271484375,42.27053275553385
2023-07-26 16:06:18.037183,5571458.0,5571907.0,40.308343953450525,40.312343994140626,42.27088073730469,42.274880777994795
2023-07-26 16:06:18.042174,5571459.0,5571908.0,40.312691975911456,40.316692016601564,42.275228759765625,42.27922884114584
2023-07-26 16:06:18.046157,5571460.0,5571909.0,40.31703991699219,40.321039916992184,42.27957678222656,42.28357686360677
2023-07-26 16:06:18.050144,5571461.0,5571910.0,40.3213876953125,40.325387736002604,42.283924845377605,42.28792488606771
2023-07-26 16:06:18.055127,5571462.0,5571911.0,40.32573571777344,40.32973575846354,42.288272867838536,42.29227290852865
2023-07-26 16:06:18.059110,5571463.0,5571912.0,40.33008374023437,40.334083821614584,42.292620890299474,42.29662093098958
2023-07-26 16:06:18.063101,5571464.0,5571913.0,40.33443176269532,40.33843184407552,42.29696891276042,42.30096895345052
2023-07-26 16:06:18.068084,5571465.0,5571914.0,40.33877982584635,40.34277986653646,42.30131693522136,42.30531701660156
2023-07-26 16:06:18.072066,5571466.0,5571915.0,40.34312784830729,40.34712788899739,42.305664794921874,42.30966479492187
2023-07-26 16:06:18.076057,5571467.0,5571916.0,40.34747587076823,40.35147591145833,42.3100126546224,42.3140127360026
2023-07-26 16:06:18.081036,5571468.0,5571917.0,40.35182389322917,40.35582393391927,42.31436071777344,42.31836075846354
2023-07-26 16:06:18.085023,5571469.0,5571918.0,40.356171915690105,40.36017199707031,42.31870874023437,42.32270878092448
2023-07-26 16:06:18.090017,5571470.0,5571919.0,40.36051993815104,40.36452001953125,42.323056762695316,42.32705680338542
2023-07-26 16:06:18.093993,5571471.0,5571920.0,40.364868001302085,40.36886804199219,42.327404785156254,42.331404825846356
2023-07-26 16:06:18.097984,5571472.0,5571921.0,40.369215698242186,40.373215738932295,42.331752807617185,42.33575288899739
2023-07-26 16:06:18.102967,5571473.0,5571922.0,40.373563720703125,40.377563761393226,42.336100830078124,42.340100911458336
2023-07-26 16:06:18.106949,5571474.0,5571923.0,40.37791174316406,40.381911783854164,42.340448893229166,42.34444893391927
2023-07-26 16:06:18.111933,5571475.0,5571924.0,40.382259765625,40.3862598063151,42.344796915690104,42.34879695638021
2023-07-26 16:06:18.115920,5571476.0,5571925.0,40.38660778808593,40.39060786946615,42.34914493815104,42.353144978841144
2023-07-26 16:06:18.119907,5571477.0,5571926.0,40.39095581054688,40.39495589192708,42.35349291992188,42.357492919921874
2023-07-26 16:06:18.124891,5571478.0,5571927.0,40.39530387369791,40.39930391438802,42.35784065755209,42.36184069824219
2023-07-26 16:06:18.128881,5571479.0,5571928.0,40.39965189615886,40.40365193684896,42.36218868001302,42.366188761393225
2023-07-26 16:06:18.132863,5571480.0,5571929.0,40.404010335286465,40.408010375976566,42.36653670247396,42.37053678385416
2023-07-26 16:06:18.137850,5571481.0,5571930.0,40.408347941080734,40.412347981770836,42.370884765625,42.37488480631511
2023-07-26 16:06:18.141832,5571482.0,5571931.0,40.412695963541665,40.41669604492188,42.37523278808593,42.37923282877605
2023-07-26 16:06:18.145824,5571483.0,5571932.0,40.41704382324219,40.42104382324219,42.37958081054688,42.38358085123698
2023-07-26 16:06:18.150807,5571484.0,5571933.0,40.421391682942705,40.42539176432292,42.383928833007815,42.387928873697916
2023-07-26 16:06:18.154793,5571485.0,5571934.0,40.42573974609375,40.429739786783855,42.388276855468746,42.39227693684896
2023-07-26 16:06:18.158780,5571486.0,5571935.0,40.430087768554685,40.43408780924479,42.39263529459636,42.396635375976565
2023-07-26 16:06:18.163763,5571487.0,5571936.0,40.43443579101563,40.43843583170573,42.39697294108073,42.400972981770835
2023-07-26 16:06:18.167746,5571488.0,5571937.0,40.43878381347656,40.44278385416666,42.401320963541664,42.40532100423177
2023-07-26 16:06:18.172730,5571489.0,5571938.0,40.4431318359375,40.447131917317705,42.40566870117188,42.409668701171874
2023-07-26 16:06:18.176727,5571490.0,5571939.0,40.44747985839844,40.45147993977864,42.410016682942704,42.41401672363281
2023-07-26 16:06:18.180707,5571491.0,5571940.0,40.45182792154947,40.45582796223959,42.41436470540365,42.41836474609375
2023-07-26 16:06:18.185697,5571492.0,5571941.0,40.45617594401042,40.46017598470052,42.41871272786458,42.422712809244786
2023-07-26 16:06:18.189677,5571493.0,5571942.0,40.46052396647136,40.46452400716146,42.423060750325526,42.42706083170573
2023-07-26 16:06:18.193666,5571494.0,5571943.0,40.46487194824219,40.46887194824219,42.42740881347656,42.43140885416667
2023-07-26 16:06:18.198646,5571495.0,5571944.0,40.469219685872396,40.473219726562505,42.4317568359375,42.4357568766276
2023-07-26 16:06:18.202629,5571496.0,5571945.0,40.473567708333334,40.47756778971354,42.43610485839844,42.44010489908854
2023-07-26 16:06:18.206620,5571497.0,5571946.0,40.477915730794265,40.481915812174485,42.440452880859375,42.44445292154948
2023-07-26 16:06:18.211603,5571498.0,5571947.0,40.482263793945314,40.486263834635416,42.44480090332031,42.44880098470052
2023-07-26 16:06:18.215589,5571499.0,5571948.0,40.48661181640625,40.490611857096354,42.44914892578125,42.45314900716146
2023-07-26 16:06:18.220568,5571500.0,5571949.0,40.49095983886719,40.49495987955729,42.45349682617188,42.45749682617188
2023-07-26 16:06:18.224560,5571501.0,5571950.0,40.49530786132812,40.49930790201823,42.457844685872395,42.461844726562504
2023-07-26 16:06:18.228542,5571502.0,5571951.0,40.49965588378907,40.50365596516927,42.46219270833333,42.466192749023435
2023-07-26 16:06:18.233530,5571503.0,5571952.0,40.50400390625,40.50800398763021,42.46654073079427,42.47054077148437
2023-07-26 16:06:18.237512,5571504.0,5571953.0,40.50835196940104,40.51235201009115,42.47088875325521,42.47488879394531
2023-07-26 16:06:18.241498,5571505.0,5571954.0,40.51269999186198,40.51670003255208,42.47523677571614,42.47923685709636
2023-07-26 16:06:18.246481,5571506.0,5571955.0,40.51704772949219,40.52104772949219,42.479584798177086,42.48358487955729
2023-07-26 16:06:18.250468,5571507.0,5571956.0,40.52140612792969,40.52540616861979,42.48393286132812,42.48793290201823
2023-07-26 16:06:18.254537,5571508.0,5571957.0,40.52574373372396,40.529743774414065,42.488280883789066,42.49228092447917
2023-07-26 16:06:18.259443,5571509.0,5571958.0,40.530091756184895,40.5340918375651,42.49262890625,42.496628946940106
2023-07-26 16:06:18.263425,5571510.0,5571959.0,40.53443977864583,40.538439860026045,42.49697692871094,42.500976969401044
2023-07-26 16:06:18.268409,5571511.0,5571960.0,40.538787841796875,40.54278788248698,42.501324951171874,42.50532495117187
2023-07-26 16:06:18.272399,5571512.0,5571961.0,40.54313586425781,40.547135904947915,42.50567264811198,42.50967272949219
2023-07-26 16:06:18.276398,5571513.0,5571962.0,40.54748388671875,40.55148392740885,42.510020670572914,42.514031168619795
2023-07-26 16:06:18.281388,5571514.0,5571963.0,40.55183190917968,40.5558319498698,42.514368733723956,42.518368774414064
2023-07-26 16:06:18.285391,5571515.0,5571964.0,40.55617993164063,40.56018001302083,42.518716756184894,42.522716796874995
2023-07-26 16:06:18.289377,5571516.0,5571965.0,40.56052795410156,40.56452803548177,42.52306477864584,42.52706481933594
2023-07-26 16:06:18.294360,5571517.0,5571966.0,40.564875854492186,40.568875854492184,42.52741280110677,42.53141284179687
2023-07-26 16:06:18.298342,5571518.0,5571967.0,40.56922371419271,40.57322375488281,42.53176082356771,42.535760904947914
2023-07-26 16:06:18.302330,5571519.0,5571968.0,40.57357173665365,40.57757177734375,42.53610884602865,42.54010892740885
2023-07-26 16:06:18.307317,5571520.0,5571969.0,40.57791975911458,40.58191979980469,42.54045690917968,42.5444569498698
2023-07-26 16:06:18.311299,5571521.0,5571970.0,40.582267781575524,40.586267822265626,42.54480493164063,42.54880497233073
2023-07-26 16:06:18.315290,5571522.0,5571971.0,40.58661580403646,40.59061588541667,42.54915295410156,42.55315299479167
2023-07-26 16:06:18.320273,5571523.0,5571972.0,40.59096382649739,40.594963907877606,42.553500732421874,42.55750073242187
2023-07-26 16:06:18.324255,5571524.0,5571973.0,40.595311889648436,40.59931193033854,42.557848673502605,42.56184871419271
2023-07-26 16:06:18.329238,5571525.0,5571974.0,40.59965991210938,40.60365995279948,42.56219669596354,42.56619677734375
2023-07-26 16:06:18.333230,5571526.0,5571975.0,40.60400793457031,40.60800797526041,42.566544718424474,42.57054479980469
2023-07-26 16:06:18.337212,5571527.0,5571976.0,40.60835595703125,40.61235599772136,42.57089278157552,42.574892822265625
2023-07-26 16:06:18.342205,5571528.0,5571977.0,40.61270397949219,40.616703979492186,42.57524080403646,42.57924084472656
2023-07-26 16:06:18.346187,5571529.0,5571978.0,40.61705167643229,40.6210517578125,42.5795888264974,42.5835888671875
2023-07-26 16:06:18.350185,5571530.0,5571979.0,40.62139969889323,40.62539978027343,42.58393684895833,42.58793688964843
2023-07-26 16:06:18.355168,5571531.0,5571980.0,40.62574776204427,40.62974780273437,42.588284871419276,42.59228495279948
2023-07-26 16:06:18.359150,5571532.0,5571981.0,40.63009578450521,40.63409582519531,42.59263289388021,42.59663297526042
2023-07-26 16:06:18.363141,5571533.0,5571982.0,40.634443806966146,40.638443847656255,42.59698095703125,42.60098099772136
2023-07-26 16:06:18.368124,5571534.0,5571983.0,40.638791829427085,40.642791870117186,42.601328857421876,42.605328857421874
2023-07-26 16:06:18.372107,5571535.0,5571984.0,40.643139851888016,40.647139933268235,42.605676676432296,42.6096767171224
2023-07-26 16:06:18.377092,5571536.0,5571985.0,40.647487874348954,40.651487955729166,42.61002469889323,42.61402473958333
2023-07-26 16:06:18.381081,5571537.0,5571986.0,40.6518359375,40.655835978190105,42.614372721354165,42.618372762044274
2023-07-26 16:06:18.385066,5571538.0,5571987.0,40.65618395996094,40.66018400065104,42.6187207438151,42.62272082519531
2023-07-26 16:06:18.390051,5571539.0,5571988.0,40.66053198242187,40.664532023111974,42.62306876627604,42.627068847656254
2023-07-26 16:06:18.394039,5571540.0,5571989.0,40.66487976074219,40.668879760742186,42.627416829427084,42.631416870117185
2023-07-26 16:06:18.398132,5571541.0,5571990.0,40.66922770182292,40.67322774251302,42.631764851888015,42.63576489257812
2023-07-26 16:06:18.403097,5571542.0,5571991.0,40.67357572428385,40.67757580566406,42.63611287434896,42.64011291503906
2023-07-26 16:06:18.407077,5571543.0,5571992.0,40.67792374674479,40.681923828125,42.64046089680989,42.6444609375
2023-07-26 16:06:18.411173,5571544.0,5571993.0,40.68227180989584,40.68627185058594,42.64480891927084,42.64880900065104
2023-07-26 16:06:18.416129,5571545.0,5571994.0,40.686619832356776,40.69061987304688,42.64915694173177,42.653156982421876
2023-07-26 16:06:18.420111,5571546.0,5571995.0,40.69096785481771,40.694967895507816,42.653504638671876,42.65750472005208
2023-07-26 16:06:18.424102,5571547.0,5571996.0,40.695315877278645,40.69931591796875,42.65785270182292,42.66185274251302
2023-07-26 16:06:18.429085,5571548.0,5571997.0,40.69966389973958,40.703663981119796,42.662200724283856,42.66620076497396
2023-07-26 16:06:18.433067,5571549.0,5571998.0,40.70401192220052,40.70801200358073,42.66654874674479,42.670548787434896
2023-07-26 16:06:18.437061,5571550.0,5571999.0,40.708359985351564,40.712360026041665,42.67089676920573,42.674896809895834
2023-07-26 16:06:18.442042,5571551.0,5572000.0,40.71270788574219,40.71670788574219,42.67524479166667,42.679244873046876
2023-07-26 16:06:18.446028,5571552.0,5572001.0,40.7170557047526,40.721055745442705,42.6795928141276,42.683592895507815
